"","Country","continent","region","ISO3","wbcode","Climate_NominalScore","Climate_AdjustedScore","Hunger_Score","Corruption_Score","Fragile_State","LIFDC","Average_Conflict","GDP","HDI_2014","Corruption_Zscore","Climate_Zscore","Conflict_Zscore","Hunger_Zscore","Climate_Nominal_Zscore","Conflict_Zscore_Reversed","Summary_ZScore","Summary_ZScore_2","Summary_ZScore_3","Summary_ZScore_4","Summary_ZScore_5"
"173","New Zealand","Oceania","Australia and New Zealand","NZL","NZL",81.869972945,17.3524232257,NA,88,0,0,1.242466418,165.99,0.913,2.25980184729447,1.06916451360364,-1.25128623282388,NA,2.19050666303187,1.25128623282388,1.526750864574,1.90053158105008,1.75554404005918,1.72089644792788,2.22515425516317
"174","Nicaragua","Americas","Central America","NIC","NIC",46.0207063977,0.207440700038,13.6,27,0,1,2.5942933005,31.18,0.631,-0.774586167783326,-0.0939819119303248,-0.641513292729362,-0.346366527921985,-0.465494271759033,0.641513292729362,-0.0756849289947629,-0.199522382270999,-0.0665364375269819,0.0880095104851645,-0.620040219771179
"175","Niger","Africa","Western Africa","NER","NER",34.9930842595,4.98282187397,34.5,34,0,1,4.8594666925,18.96,0.348,-0.426377707036693,0.229988528675693,0.380245822246456,1.43447886889809,-1.28250888679824,-0.380245822246456,-0.192211666869152,-0.696377472027128,-0.403311764641574,-0.831377354522346,-0.854443296917464
"176","Nigeria","Africa","Western Africa","NGA","NGA",38.4319046977,-9.13496991843,32.8,26,0,1,6.3720919415,1105.34,0.514,-0.824330233604273,-0.727787837394342,1.06255060349047,1.28962541556823,-1.02773351262464,-1.06255060349047,-0.871556224829694,-0.971538116573127,-0.94344041854737,-1.04514205805755,-0.926031873114458
"177","Niue","Oceania","Polynesia","NIU","NIU",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Norfolk Island","Oceania","Australia and New Zealand","NFK","NFK",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Northern Mariana Islands","Oceania","Micronesia","MNP","MNP",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Norway","Europe","Northern Europe","NOR","NOR",81.4526337969,10.7193213944,NA,87,0,0,2.10309613225,352.78,0.944,2.21005778147353,0.619162965119618,-0.863079193901552,NA,2.15958683469965,0.863079193901552,1.23076664683157,1.74424127002491,1.53656848768754,1.5113330143006,2.18482230808659
"181","Oman","Asia","Western Asia","OMN","OMN",56.9078306063,-9.05882420837,NA,45,0,0,2.03247506175,171.75,0.793,0.12080701699373,-0.722621975583549,-0.894934469417134,NA,0.341111130811027,0.894934469417134,0.097706503609105,0.45228420574063,0.507870743205432,0.618022800114081,0.230959073902378
"182","Pakistan","Asia","Southern Asia","PAK","PAK",43.5967399424,-2.07186664435,33.9,30,0,0,8.6094666925,930.76,0.538,-0.625353970320483,-0.248614218282929,2.07177049523242,1.38335412066402,-0.64508113060548,-2.07177049523242,-0.981912894611945,-1.1140685320528,-1.34856223277645,-1.35842581291895,-0.635217550462981
"183","Palau","Oceania","Micronesia","PLW","PLW",NA,NA,NA,NA,0,0,NA,0.26,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Palestine, State of","Asia","Western Asia","PSE","WBG",NA,NA,NA,NA,1,0,5.2719240075,NA,0.677,NA,NA,0.566294282213401,NA,NA,-0.566294282213401,NA,NA,NA,NA,NA
"185","Panama","Americas","Central America","PAN","PAN",54.8903948254,-4.71678676956,9.6,39,0,0,2.21084218675,82.18,0.78,-0.177657377931955,-0.428050352723788,-0.814477831340582,-0.68719818281578,0.191643321954151,0.814477831340582,0.0695900335616129,0.276154591787592,0.318410226704313,0.503060576647366,0.00699297201109796
"186","Papua New Guinea","Oceania","Melanesia","PNG","PNG",33.3113543892,-6.73352447483,NA,25,0,1,1.75523830625,21.09,0.505,-0.874074299425221,-0.564869462898634,-1.01998855266696,NA,-1.40710491170405,1.01998855266696,-0.1396517365523,-0.420396886154105,0.0729571266208672,-0.193558179518548,-1.14058960556464
"187","Paraguay","Americas","South America","PRY","PRY",50.780280817,-0.682554218793,10.5,27,0,0,1.74768984725,60.85,0.679,-0.774586167783326,-0.154360766620449,-1.02339346057136,-0.610511060464676,-0.11286685913991,1.02339346057136,0.0314821753891954,0.0453134778827084,0.124403646394018,0.455263300715725,-0.443726513461618
"188","Parma",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Peru","Americas","South America","PER","PER",53.0641657748,-1.24607326072,9.1,36,0,0,3.426786538,385.38,0.734,-0.326889575394798,-0.192590911116464,-0.265997865709304,-0.729802139677504,0.056341639864334,0.265997865709304,-0.0844942069339862,-0.00151668994038669,-0.0304458548427471,0.161169752786819,-0.135273967765232
"190","Philippines","Asia","South-Eastern Asia","PHL","PHL",49.5768963158,0.421881549026,20.1,35,0,0,4.45976907425,742.25,0.668,-0.376633641215745,-0.0794338593665191,0.199952920112162,0.207484911280432,-0.202023226004013,-0.199952920112162,-0.218673473564809,-0.259536595777307,-0.288293280663954,-0.200988073058087,-0.289328433609879
"191","Pitcairn","Oceania","Polynesia","PCN","PCN",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Poland","Europe","Eastern Europe","POL","POL",71.0480566611,9.68987950282,NA,62,0,0,NA,1003.46,0.843,0.966456135949838,0.549323777200121,NA,NA,1.38873238605069,NA,NA,NA,NA,NA,1.17759426100026
"193","Portugal","Europe","Southern Europe","PRT","PRT",66.9781983299,4.81764952239,NA,63,0,0,NA,288.55,0.83,1.01620020177079,0.21878293951573,NA,NA,1.08720466810222,NA,NA,NA,NA,NA,1.0517024349365
"194","Puerto Rico","Americas","Caribbean","PRI","PRI",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Qatar","Asia","Western Asia","QAT","QAT",58.4715301635,-19.6859018053,NA,71,0,0,0.625,324.17,0.85,1.41415272833837,-1.44358201752235,-1.52980881436715,NA,0.456962524316541,1.52980881436715,0.500126508394392,1.13364135567402,1.47198077135276,0.993385669341847,0.935557626327453
"196","Republic of Vietnam",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,551.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Reunion","Africa","Eastern Africa","REU","REU",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Romania","Europe","Eastern Europe","ROU","ROM",59.3009525579,0.370234428337,5.3,46,0,0,NA,411.08,0.793,0.170551082814677,-0.0829376928483332,NA,-1.05359221182661,0.518412781658802,NA,NA,NA,NA,NA,0.34448193223674
"199","Russian Federation","Europe","Eastern Europe","RUS","RUS",66.8969994838,5.80489434498,6.6,29,0,0,6.7981552925,3473.78,0.798,-0.675098036141431,0.28575940244322,1.25473638228289,-0.942821923986126,1.08118880691686,-1.25473638228289,-0.548025005327033,-0.282881870502488,-0.96491720921216,-0.0867737876830166,0.203045385387713
"200","Rwanda","Africa","Eastern Africa","RWA","RWA",42.5496129723,7.09037799242,30.3,54,0,1,4.375,20.32,0.483,0.568503609382258,0.37296892320909,0.161715858618814,1.07660563125961,-0.722660687435767,-0.161715858618814,0.259918891324178,-0.105290978890774,0.203393875381722,-0.442188273027291,-0.0770785390267546
"201","Saint Barthelemy","Americas","Caribbean","BLM","BLM",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Saint Helena, Ascension and Tristan da Cunha","Africa","Western Africa","SHN","SHN",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Saint Kitts and Nevis","Americas","Caribbean","KNA","KNA",54.3144193818,-6.06995516018,NA,NA,0,0,NA,NA,0.752,NA,-0.519851728102234,NA,NA,0.148970445659743,NA,NA,NA,NA,NA,NA
"204","Saint Lucia","Americas","Caribbean","LCA","LCA",57.7032155698,4.7556901851,NA,NA,0,0,NA,NA,0.729,NA,0.214579506727773,NA,NA,0.400039622521933,NA,NA,NA,NA,NA,NA
"205","Saint Martin (French part)","Americas","Caribbean","MAF","MAF",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Saint Pierre and Miquelon","Americas","Northern America","SPM","SPM",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Saint Vincent and the Grenadines","Americas","Caribbean","VCT","VCT",56.5104726031,3.35649438416,NA,NA,0,0,NA,NA,0.72,NA,0.119655549118043,NA,NA,0.311671665806816,NA,NA,NA,NA,NA,NA
"208","Samoa","Oceania","Polynesia","WSM","WSM",47.0546188854,-0.316004066755,NA,NA,0,0,NA,1.03,0.702,NA,-0.129493345584366,NA,NA,-0.388893749675827,NA,NA,NA,NA,NA,NA
"209","San Marino","Europe","Southern Europe","SMR","SMR",NA,NA,NA,NA,0,0,NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Sao Tome and Principe","Africa","Middle Africa","STP","STP",38.900921596,-2.97299165277,NA,42,0,1,NA,NA,0.555,-0.0284251804691128,-0.30974815825249,NA,NA,-0.992984982451118,NA,NA,NA,NA,NA,-0.510705081460116
"211","Saudi Arabia","Asia","Western Asia","SAU","SAU",58.4521683232,-9.83537265379,5.1,52,0,0,4.9352081925,1681.18,0.837,0.469015477740363,-0.775304417644501,0.41441078651818,-1.0706337945713,0.455528044035941,-0.41441078651818,-0.240233242140773,0.170044245086041,0.0273023456110911,0.0205586287588804,0.462271760888152
"212","Saxony",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Senegal","Africa","Western Africa","SEN","SEN",40.6322584687,2.09860436934,23.2,44,0,1,4.588124013,36.3,0.466,0.0710629511727823,0.0343180299772207,0.257850398990889,0.471629443823123,-0.864713673294432,-0.257850398990889,-0.0508231392802955,-0.35050037370418,-0.0933937239090536,-0.561282036142661,-0.396825361060825
"214","Serbia","Europe","Southern Europe","SRB","SRB",58.3105798142,2.98970842981,7.1,40,0,0,2.73607514925,97.27,0.771,-0.127913312111008,0.0947721308293569,-0.577559293971445,-0.900217967124402,0.445038032705766,0.577559293971445,0.181472704229931,0.298228004855401,0.224822990930218,0.511298663338605,0.158562360297379
"215","Seychelles","Africa","Eastern Africa","SYC","SYC",54.7002712879,-7.08070225065,NA,55,0,0,NA,2.53,0.772,0.618247675203205,-0.58842262711828,NA,NA,0.177557446789607,NA,NA,NA,NA,NA,0.397902560996406
"216","Sierra Leone","Africa","Western Africa","SLE","SLE",36.445979774,-0.870195639285,38.9,29,1,1,1.417072798,9.83,0.413,-0.675098036141431,-0.167090697794232,-1.17252596620235,1.80939368928127,-1.17486674467591,1.17252596620235,0.110112410755561,-0.225812938204999,0.248713965030458,-0.00117038923678348,-0.924982390408672
"217","Singapore","Asia","South-Eastern Asia","SGP","SGP",77.9813707365,5.24826110234,NA,85,0,0,1.3261416765,468.91,0.912,2.11056964983163,0.247996402945203,-1.21354256235155,NA,1.90240785110279,1.21354256235155,1.19070287170946,1.74217335442866,1.66205610609159,1.55797520672717,2.00648875046721
"218","Sint Maarten (Dutch part)","Americas","Caribbean","SXM","SXM",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Slovakia","Europe","Eastern Europe","SVK","SVK",64.8533932738,2.58363843023,5.2,51,0,0,NA,159.59,0.844,0.419271411919415,0.067223612315494,NA,-1.06211300319895,0.929782082962184,NA,NA,NA,NA,NA,0.674526747440799
"220","Slovenia","Europe","Southern Europe","SVN","SVN",72.4059992465,9.53875210054,NA,60,0,0,NA,63.6,0.88,0.866968004307943,0.53907102264064,NA,NA,1.48933965430417,NA,NA,NA,NA,NA,1.17815382930605
"221","Solomon Islands","Oceania","Melanesia","SLB","SLB",37.0340397876,-0.801295938413,NA,NA,1,1,0.9090979415,1.14,0.506,NA,-0.162416418268448,-1.40165983367601,NA,-1.13129854659928,1.40165983367601,NA,NA,NA,0.135180643538367,NA
"222","Somalia","Africa","Eastern Africa","SOM","SOM",NA,NA,NA,8,1,1,7.81531143475,NA,NA,-1.71972341838133,NA,1.71354830518825,NA,NA,-1.71354830518825,NA,NA,-1.71663586178479,NA,NA
"223","South Africa","Africa","Southern Africa","ZAF","ZAF",53.2007792931,-1.91504984357,12.4,44,0,0,3.439233993,724.01,0.666,0.0710629511727823,-0.237975484704874,-0.260383151776402,-0.448616024390123,0.0664630640176321,0.260383151776402,0.0311568727481033,0.132636388988939,0.165723051474592,0.163423107897017,0.0687630075952072
"224","South Georgia and the South Sandwich Islands",NA,NA,"SGS","SGS",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","South Sudan","Africa","Northern Africa","SSD","SSD",NA,NA,NA,NA,1,1,9.35312517375,22.46,0.467,NA,NA,2.40721494038166,NA,NA,-2.40721494038166,NA,NA,NA,NA,NA
"226","Spain","Europe","Southern Europe","ESP","ESP",67.1939878151,2.99318831613,NA,58,0,0,NA,1636.28,0.876,0.767479872666048,0.0950082125709576,NA,NA,1.10319208233991,NA,NA,NA,NA,NA,0.93533597750298
"227","Sri Lanka","Asia","Southern Asia","LKA","LKA",50.0973498436,-2.9730140479,25.5,37,0,0,2.8522519225,234.71,0.757,-0.27714550957385,-0.309749677578355,-0.525155059736706,0.667607645387055,-0.1634638581428,0.525155059736706,-0.0205800424718333,0.0281818973400185,0.124004775081428,0.180845600796953,-0.220304683858325
"228","Sudan","Africa","Northern Africa","SDN","SDN",30.2909798411,-13.7143545537,NA,15,1,1,9.35312517375,167.42,0.479,-1.3715149576347,-1.03846152059507,2.40721494038166,NA,-1.63087846122947,-2.40721494038166,-1.60573047287048,-1.80320278641528,-1.88936494900818,-2.01904670080557,-1.50119670943208
"229","South Sudan","Africa","Northern Africa","SDN","SDN",30.2909798411,-13.7143545537,NA,12,1,1,9.35312517375,22.46,0.467,-1.52074715509754,-1.03846152059507,2.40721494038166,NA,-1.63087846122947,-2.40721494038166,-1.65547453869142,-1.85294685223622,-1.9639810477396,-2.01904670080557,-1.57581280816351
"230","Suriname","Americas","South America","SUR","SUR",49.5186970379,-7.82726204007,10.4,36,0,0,2.023800154,9.21,0.714,-0.326889575394798,-0.639070584864025,-0.898847488215802,-0.619031851837021,-0.206335094875936,0.898847488215802,-0.022370890681007,0.121874272648356,0.285978956410502,0.346256196669933,-0.266612335135367
"231","Svalbard and Jan Mayen","Europe","Northern Europe","SJM","SJM",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Swaziland","Africa","Southern Africa","SWZ","SWZ",39.5262739481,-8.7123435602,26,NA,0,0,3.37021582275,10.87,0.531,NA,-0.699116105756478,-0.291515401872994,0.71021160224878,-0.94665386910575,0.291515401872994,NA,NA,NA,-0.327569233616378,NA
"233","Sweden","Europe","Northern Europe","SWE","SWE",78.7476115561,11.5840966041,NA,89,0,0,NA,467.45,0.907,2.30954591311542,0.677830869420332,NA,NA,1.95917711109441,NA,NA,NA,NA,NA,2.13436151210492
"234","Switzerland","Europe","Western Europe","CHE","CHE",78.5110503296,9.22893049915,NA,86,0,0,1.00893078225,482.73,0.93,2.16031371565258,0.518052168426551,-1.35662791012857,NA,1.94165075981216,1.35662791012857,1.34499793140257,1.81953079519777,1.75847081289058,1.64913933497036,2.05098223773237
"235","Syrian Arab Republic","Asia","Western Asia","SYR","SYR",41.7513755728,98.5073889877,NA,18,0,1,9.12040359575,NA,0.594,-1.22228276017185,6.57486323327946,2.3022404627488,NA,-0.781800510462822,-2.3022404627488,1.01678000345293,-1.43544124446116,-1.76226161146033,-1.54202048660581,-1.00204163531734
"236","Taiwan, Province of China",NA,NA,"TWN","TWN",NA,NA,NA,62,0,0,NA,1113.79,NA,0.966456135949838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Tajikistan","Asia","Central Asia","TJK","TJK",47.3767289996,7.31484990104,30.3,26,0,1,5.36406890525,23.3,0.624,-0.824330233604273,0.388197500884999,0.607858380355773,1.07660563125961,-0.36502925126853,-0.607858380355773,-0.347997037691682,-0.599072621742859,-0.716094306980023,-0.486443815812152,-0.594679742436402
"238","Tanzania, United Republic of","Africa","Eastern Africa","TZA","TZA",40.1369884278,0.434779182762,28.7,30,0,1,3.85309613225,138.3,0.521,-0.625353970320483,-0.0785588607157231,-0.0737010131747673,0.940272969302091,-0.901407246644636,0.0737010131747673,-0.210070605953813,-0.484353401263451,-0.275826478572858,-0.413853116734934,-0.763380608482559
"239","Thailand","Asia","South-Eastern Asia","THA","THA",58.3931841836,2.23596830206,11.9,38,0,0,4.25,1107,0.726,-0.227401443752903,0.0436370460276257,0.105331702852615,-0.491219981251848,0.451158026319993,-0.105331702852615,-0.0963653668592975,0.039474959904825,-0.166366573302759,0.172913161733689,0.111878291283545
"240","Timor-Leste","Asia","South-Eastern Asia","TLS","TMP",39.4739490332,1.0018132891,40.7,28,1,0,1.63393078225,7.48,0.595,-0.724842101962378,-0.0400902479331957,-1.07470713129758,1.96276793398348,-0.950530518093921,1.07470713129758,0.103258260467335,-0.20022182958624,0.1749325146676,0.0620883066018288,-0.837686310028149
"241","Togo","Africa","Western Africa","TGO","TGO",37.8167400585,3.79075302282,23,32,1,1,1.94031143475,10.82,0.484,-0.525865838678588,0.149116435564477,-0.936507015823101,0.454587861078433,-1.07330983856174,0.936507015823101,0.186585870902997,-0.220889553805741,0.205320588572257,-0.0684014113693174,-0.799587838620162
"242","Tokelau","Oceania","Polynesia","TKL","TKL",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Tonga","Oceania","Polynesia","TON","TON",45.8372692068,-0.527509211719,NA,NA,0,0,NA,0.52,0.717,NA,-0.143842234711473,NA,NA,-0.479084768788114,NA,NA,NA,NA,NA,NA
"244","Trinidad and Tobago","Americas","Caribbean","TTO","TTO",54.8054168554,-8.47925465328,8.3,39,0,0,1.8220515225,44.33,0.772,-0.177657377931955,-0.683302935430417,-0.989850898328709,-0.797968470656263,0.185347472987232,0.989850898328709,0.0429635283221122,0.332513664461329,0.406096760198377,0.587599185657971,0.00384504752763815
"245","Tunisia","Africa","Northern Africa","TUN","TUN",52.8844200531,-0.849825409366,5.6,38,0,0,5.26219409225,127.21,0.721,-0.227401443752903,-0.16570874478949,0.561905377757018,-1.02802983770957,0.043024636454237,-0.561905377757018,-0.318338522099804,-0.248760728351895,-0.39465341075496,-0.25944037065139,-0.0921884036493329
"246","Turkey","Asia","Western Asia","TUR","TUR",60.2723994,1.19320151702,5.1,42,0,0,5.9429952925,1576.29,0.761,-0.0284251804691128,-0.0271061266101655,0.868996585122707,-1.0706337945713,0.590385348163419,-0.868996585122707,-0.308175964067329,-0.102345472476134,-0.44871088279591,-0.139305618479644,0.280980083847153
"247","Turkmenistan","Asia","Central Asia","TKM","TKM",40.2760879114,-16.4668975442,12.9,18,0,0,5.3576747945,90.29,0.688,-1.22228276017185,-1.22519898362465,0.604974168063659,-0.406012067528399,-0.891101642261264,-0.604974168063659,-1.01748530395339,-0.906119523498925,-0.913628464117756,-0.748037905162461,-1.05669220121656
"248","Turks and Caicos Islands","Americas","Caribbean","TCA","TCA",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Tuscany",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Tuvalu","Oceania","Polynesia","TUV","TUV",NA,NA,NA,NA,1,0,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Two Sicilies",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Uganda","Africa","Eastern Africa","UGA","UGA",36.9395156799,0.894867816094,27.6,25,0,1,7.1590979415,79.75,0.483,-0.874074299425221,-0.0473456210120414,1.41754795463393,0.846544264206298,-1.13830164994256,-1.41754795463393,-0.779655958357065,-1.14330796800057,-1.14581112702958,-1.27792480228825,-1.00618797468389
"253","Ukraine","Europe","Eastern Europe","UKR","UKR",57.5543529897,6.34009509591,2.5,27,0,0,7.03247506175,341.49,0.747,-0.774586167783326,0.322068383187619,1.36043176123082,-1.29217437025227,0.389010689715753,-1.36043176123082,-0.60431651527551,-0.582002413099465,-1.06750896450707,-0.485710535757535,-0.192787739033786
"254","United Arab Emirates","Asia","Western Asia","ARE","ARE",62.5184004438,-8.05780182504,NA,70,0,0,2.1590979415,641.88,0.835,1.36440866251742,-0.654710818176008,-0.837818276014025,NA,0.756787103245447,0.837818276014025,0.515838706785145,0.98633801392563,1.10111346926572,0.797302689629736,1.06059788288143
"255","United Kingdom","Europe","Northern Europe","GBR","GBR",79.0069065953,13.3451027194,NA,81,0,0,NA,2659.73,0.907,1.91159338654784,0.797300688960177,NA,NA,1.97838776539311,NA,NA,NA,NA,NA,1.94499057597047
"256","United States","Americas","Northern America","USA","USA",76.5454787666,7.77365110773,NA,76,0,0,4.23795125325,17968.2,0.915,1.6628730574431,0.419323399251672,0.0998968355442996,NA,1.79602546781801,-0.0998968355442996,0.660766540383492,1.11966722990561,0.781488110949402,0.848064316136857,1.72944926263056
"257","United States Minor Outlying Islands",NA,NA,"UMI","UMI",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Uruguay","Americas","South America","URY","URY",61.2269315158,1.62452375709,5.7,74,0,0,1.285041023,74.19,0.793,1.56338492580121,0.00215554927896472,-1.23208196754385,-1.01950904633723,0.66110473620188,1.23208196754385,0.932540814208007,1.15219054318231,1.39773344667253,0.946593351872864,1.11224483100154
"259","Uzbekistan","Asia","Central Asia","UZB","UZB",47.6711916662,0.661269191887,13.3,19,0,1,5.98906890525,185.82,0.675,-1.17253869435091,-0.0631933714748569,0.889779159186768,-0.37192890203902,-0.343213097325221,-0.889779159186768,-0.708503741670844,-0.801843650287631,-1.03115892676884,-0.616496128255994,-0.757875895838063
"260","Vanuatu","Oceania","Melanesia","VUT","VUT",42.6611770297,1.46802570793,NA,NA,0,0,NA,0.68,0.594,NA,-0.00846155961636581,NA,NA,-0.714395128073415,NA,NA,NA,NA,NA,NA
"261","Venezuela, Bolivarian Republic of","Americas","South America","VEN","VEN",48.4470016971,-9.50125112869,7,17,0,0,4.4970919415,491.59,0.762,-1.2720268259928,-0.752637012936895,0.216788266997483,-0.908738758496747,-0.28573487348006,-0.216788266997483,-0.747150701975726,-0.591516655490115,-0.744407546495142,-0.251261570238772,-0.77888084973643
"262","Viet Nam","Asia","South-Eastern Asia","VNM","VNM",49.7451585817,2.64488159318,14.7,31,0,0,1.722013616,NA,0.666,-0.575609904499536,0.0713784585491991,-1.03497532154967,-0.252637822826191,-0.189557009019329,1.03497532154967,0.176914625199779,0.0899361360102695,0.229682708525069,0.422709156265172,-0.382583456759432
"263","Virgin Islands, British","Americas","Caribbean","VGB","VGB",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Virgin Islands, U.S.","Americas","Caribbean","VIR","VIR",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Wallis and Futuna","Oceania","Polynesia","WLF","WLF",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Western Sahara","Africa","Northern Africa","ESH","ESH",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Wuerttemburg",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Yemen","Asia","Western Asia","YEM","YEM",31.8582162947,-11.5947270336,NA,18,1,1,6.44517536625,75.52,0.498,-1.22228276017185,-0.894662180480396,1.09551658113072,NA,-1.51476502609663,-1.09551658113072,-1.07082050726099,-1.27752145579973,-1.15889967065129,-1.30514080361367,-1.36852389313424
"269","Yemen Arab Republic",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Yemen People's Republic",NA,NA,"YMD",NA,NA,NA,34.2,NA,0,0,NA,NA,NA,NA,NA,NA,1.40891649478106,NA,NA,NA,NA,NA,NA,NA
"271","Yugoslavia",NA,NA,"YUG","YUG",NA,NA,NA,NA,0,0,NA,NA,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Zambia","Africa","Eastern Africa","ZMB","ZMB",42.1570134474,-1.45396892617,41.1,38,0,0,4.76219409225,64.65,0.586,-0.227401443752903,-0.2066949266668,0.336368754692222,1.99685109947286,-0.751747606236659,-0.336368754692222,-0.256821708370642,-0.438505934893928,-0.281885099222562,-0.544058180464441,-0.489574524994781
"273","Zanzibar",NA,NA,"EAZ",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Zimbabwe","Africa","Eastern Africa","ZWE","ZWE",37.4698422824,1.34939896929,30.8,21,1,1,2.3983899795,27.92,0.509,-1.07305056270901,-0.0165094107480508,-0.729880039660399,1.11920958812133,-1.0990108055922,0.729880039660399,-0.119893311265554,-0.480727109546937,-0.171585261524306,-0.184565382965901,-1.08603068415061
